Marca temporal,Titulo de la Noticia,Día de Publicación,Fuente ,"Si contestó  'otra', ¿De qué fuente proviene?",Breve descripción de la Noticia,Incrustar etiquetas,"Si no encuentra la etiqueta adecuada, ¿Qué etiqueta añadiría a su noticia? (Separe los tags por comas)",Link de la noticia,¿Tiene lugar en La Rioja?
29/05/2020 10:01:28,Crean 'ciborgs microbianos' que convierten a las bacterias en pilas de energía,28/05/2020,Otra,El confidencial,Investigadores del Instituto de Tecnología de Karlsruhe (Alemania) están desarrollando 'ciborgs microbianos' que generan electricidad utilizable combinando la bacteria Shewanella oneidensis con un nanomaterial.,"Energía, Electrónica, Innovación, Transporte, Investigación, Nanotecnología, Nanociencia",Biotecnología,https://www.elconfidencial.com/tecnologia/ciencia/2020-05-28/ciborgs-microbianos-bacteria-electricidad-energia_2614848/,No
27/05/2020 8:40:13,10 convocatorias para startups y emprendedores a las que aún puedes presentarte,27/05/2020,elreferente.es,,El diario El Referente recopila a continuación las convocatorias para emprendedores y startups que permanecen abiertas.,"startup, Emprendedor",,https://www.elreferente.es/Tecnologicos/10-convocatorias-para-startups-y-emprendedores-a-las-que-aun-puedes-presentarte-35132,No
27/05/2020 10:11:21,"La UE financia con 26,6 millones más de 50 proyectos de infraestructuras digitales",27/05/2020,smartcity.es,,"La evaluación de la segunda convocatoria de ‘Connecting Europe Facility’ 2019 en su área de telecomunicaciones (CEF Telecom) ha concluido con la selección de 55 proyectos de ciberseguridad, e-salud, contratación electrónica, datos públicos abiertos, justicia electrónica y plataforma europea de habilidades digitales. Serán cofinanciados por la Unión Europea con un total de 26,6 millones de euros.","Ciberseguridad, Convocatorias Europeas, Telecomunicaciones, Sector TIC, Financiación, Proyectos, Empresa, Tecnología",,https://www.esmartcity.es/2020/05/27/ue-financia-26-6-millones-mas-50-proyectos-infraestructuras-digitales,No
27/05/2020 13:36:48,"Extracto de la Resolución de 13 de mayo de 2020 de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria para el año 2019 del procedimiento de concesión de ayudas correspondientes a las acciones de dinamización «Europa Excelencia», del Programa Estatal de Generación de Conocimiento y Fortalecimiento Científico y Tecnológico del Sistema de I+D+i, Subprograma Estatal de Generación de Conocimiento, en el marco del Plan Estatal de I+D+i 2017-2020 ",27/05/2020,BOE,,"Extracto de la Resolución de 13 de mayo de 2020 de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria para el año 2019 del procedimiento de concesión de ayudas correspondientes a las acciones de dinamización «Europa Excelencia», del Programa Estatal de Generación de Conocimiento y Fortalecimiento Científico y Tecnológico del Sistema de I+D+i, Subprograma Estatal de Generación de Conocimiento, en el marco del Plan Estatal de I+D+i 2017-2020 ","Convocatorias Nacionales, Ayudas, Investigación, Centros Tecnológicos, Ciencia, Tecnología, Universidad",,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2020-14305,No
29/05/2020 9:40:13,Researchers incorporate computer vision and uncertainty into AI for robotic prosthetics,27/05/2020,Eureka,,"Researchers have developed new software that can be integrated with existing hardware to enable people using robotic prosthetics or exoskeletons to walk in a safer, more natural manner on different types of terrain. The new framework incorporates computer vision into prosthetic leg control, and includes robust artificial intelligence (AI) algorithms that allow the software to better account for uncertainty.","Inteligencia Artificial, E-Health, Ingeniería de Software, Sector TIC, Digitalización, Deep learning, Robótica",,https://www.eurekalert.org/pub_releases/2020-05/ncsu-ric052720.php,No
26/05/2020 9:01:46,España necesita gestionar mejor el talento digital,26/05/2020,Otra,https://www.ittrends.es/,"Uno de los problemas más acuciantes a los que se enfrentan las organizaciones españolas es la escasez de talento digital, que pone serias trabas al futuro de los negocios en la era digital. Según un reciente estudio, si se resuelve este déficit de talento el país sería capaz de crear un 15% más de puestos de trabajo especializados, aportando hasta 360 millones de euros a la economía nacional.","Digitalización, Tecnología, Empleo, Talento",,https://www.ittrends.es/puesto-de-trabajo/2020/05/espana-necesita-gestionar-mejor-el-talento-digital,No
26/05/2020 12:12:21,"Días 4 y 11 de junio tienes una cita con el @CTCRioja y @CLAVEi ""Inicio y puesta a punto de tu tienda de calzado"" & ""Automatización de la venta a tu canal de distribución""",26/05/2020,CTCR,,"En estos tiempos donde la palabra ECOMMERCE llena titulares, webinars, blogs y artículos queremos aportar la receta del éxito. No son polvos mágicos, ni cuestión de suerte. Hay un método cuya base es la planificación, estrategia y seguimiento.  En este webinar expondremos las fases que hemos de seguir para garantizar el mejor funcionamiento, el posicionamiento correcto y la comunicación idónea.","Empresa, Tecnología, e-commerce",,https://www.clavei.es/formacion/webinar-te-acompanamos-en-el-arranque-de-tu-tienda-online-de-calzado-ctcr/,Sí
26/05/2020 14:07:47,Seguridad en la instalación y uso de dispositivos IoT: una guía de aproximación para el empresario,26/05/2020,INCIBE (Centro Nacional de Ciberseguridad),,"Cámaras de vigilancia, sistemas de seguimiento de vehículos, dispositivos médicos, etc., el Internet de las cosas o IoT ha transformado la mecánica de trabajo de muchas empresas haciéndola más eficiente y abriendo la puerta a un nuevo paradigma industrial, denominado industria 4.0. La capacidad de conexión que tienen los dispositivos IoT es su piedra angular, sirve para enviar y recibir información entre dispositivos, pero también puede ser utilizada por ciberdelincuentes en su propio beneficio.","Ciberseguridad, Inteligencia Artificial, Telecomunicaciones, Empresa, Pyme, IoT, Industria 4.0",,https://www.incibe.es/protege-tu-empresa/blog/seguridad-instalacion-y-uso-dispositivos-iot-guia-aproximacion-el-empresario,No
27/05/2020 13:41:02,Encuentros económicos FER-UNIR,26/05/2020,FER,,"La Federación de Empresas de La Rioja (FER) y la Universidad Internacional de La Rioja (UNIR) organizan un ciclo de encuentros empresariales para analizar la situación de las empresas tras la alerta sanitaria por coronavirus. La sesión inaugural , 'Perspectivas económicas generales tras el COVID-19', tendrá lugar el próximo 2 de junio, a las 17:30 horas, y contará con la participación de Antonio Garamendi, presidente de la CEOE, y de Jaime Garcia Calzada, presidente de la FER. La inscripción a dicha sesión se cerrará 48 horas antes del inicio de la misma.","Economía, Innovación, COVID-19, Empresa, Pyme",,https://estudios.unir.net/programa/encuentros-economicos-fer-unir/539000475301/?utm_source=linkedin&utm_medium=post&utm_campaign=rrss_liked_org,Sí
29/05/2020 9:49:13,The Unaddressed Gap in Cybersecurity: Human Performance,26/05/2020,MIT,,"An employee at Maersk, the world’s largest shipping conglomerate, saw computer screens suddenly turn black and irreversibly lock in late June 2017. A highly engineered malware worm exploited company computers in Ukraine lacking the latest Microsoft Windows security patches. With this small foothold, the worm breached the company’s IT system and blocked access to all computers and servers worldwide, ultimately halting shipping operations for several days. The incident cost Maersk over $200 million in lost revenue, caused unquantified costs in perished goods and recovery efforts, and created a slew of unhappy customers.","Ciberseguridad, Telecomunicaciones, Sector TIC",,https://sloanreview.mit.edu/article/the-unaddressed-gap-in-cybersecurity-human-performance/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+mitsmr+%28MIT+Sloan+Management+Review%29,No
29/05/2020 9:54:35,España escala al puesto 11 de los países más atractivos para la inversión en renovables,26/05/2020,Europa Press,,"España escala al puesto 11 de los países más atractivos para la inversión en renovables  España ha escalado cuatro posiciones en la clasificación mundial de los países más atractivos para la inversión en renovables, hasta el puesto número 11, debido a la apuesta del Gobierno por la política climática y energética como una de sus prioridades.  Leer más: https://www.europapress.es/economia/energia-00341/noticia-espana-escala-puesto-11-paises-mas-atractivos-inversion-renovables-20200526122427.html  (c) 2020 Europa Press. Está expresamente prohibida la redistribución y la redifusión de este contenido sin su previo y expreso consentimiento.","Energía, Innovación, Cambio Climático, Planes, Financiación, Green Deal/ Pacto Verde",,https://www.europapress.es/economia/energia-00341/noticia-espana-escala-puesto-11-paises-mas-atractivos-inversion-renovables-20200526122427.html,No
25/05/2020 9:54:31,Claves del informe ‘La Sociedad Digital en España 2019’ para reactivar la economía,25/05/2020,smartcity.es,,El informe ‘La Sociedad Digital en España 2019’ de la Fundación Telefónica señala la digitalización de las empresas y la formación digital como las claves para reactivar la economía y generar empleo tras el COVID-19.,"Inteligencia Artificial, Telecomunicaciones, Sector TIC, Digitalización",,https://www.esmartcity.es/2020/05/25/claves-informe-sociedad-digital-espana-2019-reactivar-economia,No
25/05/2020 12:45:29,"Extracto de la Resolución de 19 de mayo de 2020, de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria de tramitación anticipada para el año 2020 para la concesión de ayudas a las Plataformas Tecnológicas y de Innovación, dentro del Programa Estatal de Investigación, Desarrollo e Innovación Orientada a los Retos de la Sociedad, en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020. ",25/05/2020,BOE,,"Extracto de la Resolución de 19 de mayo de 2020, de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria de tramitación anticipada para el año 2020 para la concesión de ayudas a las Plataformas Tecnológicas y de Innovación, dentro del Programa Estatal de Investigación, Desarrollo e Innovación Orientada a los Retos de la Sociedad, en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020. ","Innovación, Ayudas, Investigación, Tecnología",,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2020-14167,No
25/05/2020 14:25:38,"Baten de nuevo el récord de velocidad de Internet: 44,2 Tbps",25/05/2020,muycomputerpro.com,,"El récord se consiguió mediante una transmisión realizada a través de 75 kilómetros de cable de fibra óptica estándar mediante un único chip integrado, lo que implica que la velocidad de Internet puede conseguir un importante impulso en el futuro utilizando la infraestructura de fibra óptica ya existente.","Telecomunicaciones, Sector TIC, Informática",,https://www.muycomputerpro.com/2020/05/25/record-velocidad-internet,No
29/05/2020 10:04:10,"El sector riojano de instaladores electricistas, de telecomunicaciones y energías renovables crea AIER Conecta, un foro para impulsar negocio",25/05/2020,FER,,"Las empresas se preparan para afrontar una nueva realidad económica y social en plena transformación energética en la que predominarán las relaciones comerciales digitales, la eficiencia y las energías renovables","Energía, Electrónica, Telecomunicaciones, COVID-19, Organización Empresarial, Digitalización, Empresa, Pyme",,https://sie.fer.es/esp/Servicios/Comunicacion/Sala_Prensa/Noticias/El_sector_riojano_instaladores_electricistas_telecomunicaciones_energias_renovables_crea_AIER_Conecta_un_foro_impulsar_negocio/webDoc_28910.htm,Sí
24/05/2020 12:19:26,Profesionales sanitarios participan en más de una treintena de estudios y proyectos de investigación sobre el coronavirus,24/05/2020,Gobierno de La Rioja,,"Varios proyectos son promovidos por el CIBIR y el Hospital San Pedro, mientras que en otros se colabora con centros hospitalarios o de investigación","COVID-19, Investigación, Proyectos",,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/profesionales-sanitarios-participan-treintena-estudios-proy,Sí
24/05/2020 12:59:09,El CDTI aprueba 10 nuevos proyectos tecnológicos frente al COVID-19 con una aportación de 5 millones de euros,23/05/2020,Ministerio de Ciencia e Innovación,,"El Consejo de Administración del CDTI, Entidad Pública Empresarial (E.P.E.) adscrita al Ministerio de Ciencia e Innovación, ha aprobado 10 nuevos proyectos de I+D+I, con un presupuesto total que asciende a 8,18 millones de euros. El CDTI aportará 5,01 millones de euros impulsando de esta manera la I+D y la innovación de las empresas que están desarrollando proyectos con impacto positivo en la emergencia sanitaria por el COVID-19.","COVID-19, Proyectos, Empresa, Pyme, Tecnología",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=2f26462943c32710VgnVCM1000001d04140aRCRD&vgnextchannel=f4c81f4368aef110VgnVCM1000001034e20aRCRD,No
22/05/2020 9:03:24,Casi 49 millones de fondos europeos para innovación en ciberseguridad y privacidad,22/05/2020,smartcity.es,,"La Comisión Europea ha anunciado que destinará cerca de 49 millones de euros, a través de los programas Horizonte 2020 y ‘Connecting Europe Facility’ (CEF), al impulso de soluciones innovadoras de ciberseguridad y privacidad","Ciberseguridad, Convocatorias Europeas, Financiación, Empresa, Pyme",,https://www.esmartcity.es/2020/05/22/casi-49-millones-fondos-europeos-innovacion-ciberseguridad-privacidad,No
